participant_id,source_file,survey_term,source_row,hotdog_is_sandwich
spring-2023-0157,DS-4002-sp23-survey-results.csv,Spring 2023,157,Yes
spring-2023-0158,DS-4002-sp23-survey-results.csv,Spring 2023,158,No
spring-2023-0159,DS-4002-sp23-survey-results.csv,Spring 2023,159,No
spring-2023-0160,DS-4002-sp23-survey-results.csv,Spring 2023,160,No
spring-2023-0161,DS-4002-sp23-survey-results.csv,Spring 2023,161,No
spring-2023-0162,DS-4002-sp23-survey-results.csv,Spring 2023,162,No
spring-2023-0163,DS-4002-sp23-survey-results.csv,Spring 2023,163,No
spring-2023-0164,DS-4002-sp23-survey-results.csv,Spring 2023,164,No
spring-2023-0165,DS-4002-sp23-survey-results.csv,Spring 2023,165,Yes
spring-2023-0166,DS-4002-sp23-survey-results.csv,Spring 2023,166,No
spring-2023-0167,DS-4002-sp23-survey-results.csv,Spring 2023,167,No
spring-2023-0168,DS-4002-sp23-survey-results.csv,Spring 2023,168,Yes
spring-2023-0169,DS-4002-sp23-survey-results.csv,Spring 2023,169,No
spring-2023-0170,DS-4002-sp23-survey-results.csv,Spring 2023,170,No
spring-2023-0171,DS-4002-sp23-survey-results.csv,Spring 2023,171,Yes
spring-2023-0172,DS-4002-sp23-survey-results.csv,Spring 2023,172,No
spring-2023-0173,DS-4002-sp23-survey-results.csv,Spring 2023,173,No
spring-2023-0174,DS-4002-sp23-survey-results.csv,Spring 2023,174,No
spring-2023-0175,DS-4002-sp23-survey-results.csv,Spring 2023,175,No
spring-2023-0176,DS-4002-sp23-survey-results.csv,Spring 2023,176,No
spring-2023-0177,DS-4002-sp23-survey-results.csv,Spring 2023,177,No
spring-2023-0178,DS-4002-sp23-survey-results.csv,Spring 2023,178,Yes
spring-2023-0179,DS-4002-sp23-survey-results.csv,Spring 2023,179,Yes
spring-2023-0180,DS-4002-sp23-survey-results.csv,Spring 2023,180,Yes
spring-2023-0181,DS-4002-sp23-survey-results.csv,Spring 2023,181,Yes
spring-2023-0182,DS-4002-sp23-survey-results.csv,Spring 2023,182,No
spring-2023-0183,DS-4002-sp23-survey-results.csv,Spring 2023,183,No
spring-2023-0184,DS-4002-sp23-survey-results.csv,Spring 2023,184,No
spring-2023-0185,DS-4002-sp23-survey-results.csv,Spring 2023,185,No
spring-2023-0186,DS-4002-sp23-survey-results.csv,Spring 2023,186,No
spring-2023-0187,DS-4002-sp23-survey-results.csv,Spring 2023,187,No
spring-2023-0188,DS-4002-sp23-survey-results.csv,Spring 2023,188,Yes
spring-2023-0189,DS-4002-sp23-survey-results.csv,Spring 2023,189,No
spring-2023-0190,DS-4002-sp23-survey-results.csv,Spring 2023,190,Yes
spring-2023-0191,DS-4002-sp23-survey-results.csv,Spring 2023,191,Yes
spring-2023-0192,DS-4002-sp23-survey-results.csv,Spring 2023,192,No
spring-2023-0193,DS-4002-sp23-survey-results.csv,Spring 2023,193,No
spring-2023-0194,DS-4002-sp23-survey-results.csv,Spring 2023,194,No
spring-2023-0195,DS-4002-sp23-survey-results.csv,Spring 2023,195,No
spring-2023-0196,DS-4002-sp23-survey-results.csv,Spring 2023,196,No
spring-2023-0197,DS-4002-sp23-survey-results.csv,Spring 2023,197,No
spring-2023-0198,DS-4002-sp23-survey-results.csv,Spring 2023,198,Yes
spring-2023-0199,DS-4002-sp23-survey-results.csv,Spring 2023,199,No
spring-2023-0200,DS-4002-sp23-survey-results.csv,Spring 2023,200,No
spring-2023-0201,DS-4002-sp23-survey-results.csv,Spring 2023,201,No
spring-2023-0202,DS-4002-sp23-survey-results.csv,Spring 2023,202,No
spring-2023-0203,DS-4002-sp23-survey-results.csv,Spring 2023,203,No
spring-2023-0204,DS-4002-sp23-survey-results.csv,Spring 2023,204,Yes
spring-2023-0205,DS-4002-sp23-survey-results.csv,Spring 2023,205,No
spring-2023-0206,DS-4002-sp23-survey-results.csv,Spring 2023,206,No
spring-2023-0207,DS-4002-sp23-survey-results.csv,Spring 2023,207,Yes
spring-2023-0208,DS-4002-sp23-survey-results.csv,Spring 2023,208,No
spring-2023-0209,DS-4002-sp23-survey-results.csv,Spring 2023,209,No
spring-2023-0210,DS-4002-sp23-survey-results.csv,Spring 2023,210,No
spring-2023-0211,DS-4002-sp23-survey-results.csv,Spring 2023,211,Yes
spring-2023-0212,DS-4002-sp23-survey-results.csv,Spring 2023,212,Yes
spring-2023-0213,DS-4002-sp23-survey-results.csv,Spring 2023,213,No
spring-2023-0214,DS-4002-sp23-survey-results.csv,Spring 2023,214,Yes
spring-2023-0215,DS-4002-sp23-survey-results.csv,Spring 2023,215,No
spring-2023-0216,DS-4002-sp23-survey-results.csv,Spring 2023,216,Yes
spring-2023-0217,DS-4002-sp23-survey-results.csv,Spring 2023,217,No
spring-2023-0218,DS-4002-sp23-survey-results.csv,Spring 2023,218,No
spring-2023-0219,DS-4002-sp23-survey-results.csv,Spring 2023,219,Yes
spring-2023-0220,DS-4002-sp23-survey-results.csv,Spring 2023,220,No
spring-2023-0221,DS-4002-sp23-survey-results.csv,Spring 2023,221,No
spring-2023-0222,DS-4002-sp23-survey-results.csv,Spring 2023,222,No
spring-2023-0223,DS-4002-sp23-survey-results.csv,Spring 2023,223,No
spring-2023-0224,DS-4002-sp23-survey-results.csv,Spring 2023,224,No
fall-2023-0001,DS-4002-fa23-survey-results.csv,Fall 2023,1,Yes
fall-2023-0002,DS-4002-fa23-survey-results.csv,Fall 2023,2,Yes
fall-2023-0003,DS-4002-fa23-survey-results.csv,Fall 2023,3,Yes
fall-2023-0004,DS-4002-fa23-survey-results.csv,Fall 2023,4,No
fall-2023-0005,DS-4002-fa23-survey-results.csv,Fall 2023,5,No
fall-2023-0006,DS-4002-fa23-survey-results.csv,Fall 2023,6,Yes
fall-2023-0007,DS-4002-fa23-survey-results.csv,Fall 2023,7,Yes
fall-2023-0008,DS-4002-fa23-survey-results.csv,Fall 2023,8,Yes
fall-2023-0009,DS-4002-fa23-survey-results.csv,Fall 2023,9,No
fall-2023-0010,DS-4002-fa23-survey-results.csv,Fall 2023,10,Yes
fall-2023-0011,DS-4002-fa23-survey-results.csv,Fall 2023,11,No
fall-2023-0012,DS-4002-fa23-survey-results.csv,Fall 2023,12,No
fall-2023-0013,DS-4002-fa23-survey-results.csv,Fall 2023,13,No
fall-2023-0014,DS-4002-fa23-survey-results.csv,Fall 2023,14,Yes
fall-2023-0015,DS-4002-fa23-survey-results.csv,Fall 2023,15,Yes
fall-2023-0016,DS-4002-fa23-survey-results.csv,Fall 2023,16,Yes
fall-2023-0017,DS-4002-fa23-survey-results.csv,Fall 2023,17,No
fall-2023-0018,DS-4002-fa23-survey-results.csv,Fall 2023,18,Yes
fall-2023-0019,DS-4002-fa23-survey-results.csv,Fall 2023,19,No
fall-2023-0020,DS-4002-fa23-survey-results.csv,Fall 2023,20,No
fall-2023-0021,DS-4002-fa23-survey-results.csv,Fall 2023,21,No
fall-2023-0022,DS-4002-fa23-survey-results.csv,Fall 2023,22,No
fall-2023-0023,DS-4002-fa23-survey-results.csv,Fall 2023,23,No
fall-2023-0024,DS-4002-fa23-survey-results.csv,Fall 2023,24,Yes
fall-2023-0025,DS-4002-fa23-survey-results.csv,Fall 2023,25,No
fall-2023-0026,DS-4002-fa23-survey-results.csv,Fall 2023,26,Yes
fall-2023-0027,DS-4002-fa23-survey-results.csv,Fall 2023,27,Yes
fall-2023-0028,DS-4002-fa23-survey-results.csv,Fall 2023,28,No
fall-2023-0029,DS-4002-fa23-survey-results.csv,Fall 2023,29,No
fall-2023-0030,DS-4002-fa23-survey-results.csv,Fall 2023,30,No
fall-2023-0031,DS-4002-fa23-survey-results.csv,Fall 2023,31,Yes
fall-2023-0032,DS-4002-fa23-survey-results.csv,Fall 2023,32,Yes
fall-2023-0033,DS-4002-fa23-survey-results.csv,Fall 2023,33,No
fall-2023-0034,DS-4002-fa23-survey-results.csv,Fall 2023,34,No
fall-2023-0035,DS-4002-fa23-survey-results.csv,Fall 2023,35,Yes
fall-2023-0036,DS-4002-fa23-survey-results.csv,Fall 2023,36,No
fall-2023-0037,DS-4002-fa23-survey-results.csv,Fall 2023,37,No
fall-2023-0038,DS-4002-fa23-survey-results.csv,Fall 2023,38,No
fall-2023-0039,DS-4002-fa23-survey-results.csv,Fall 2023,39,No
fall-2023-0040,DS-4002-fa23-survey-results.csv,Fall 2023,40,No
fall-2023-0041,DS-4002-fa23-survey-results.csv,Fall 2023,41,Yes
fall-2023-0042,DS-4002-fa23-survey-results.csv,Fall 2023,42,No
fall-2023-0043,DS-4002-fa23-survey-results.csv,Fall 2023,43,Yes
fall-2023-0044,DS-4002-fa23-survey-results.csv,Fall 2023,44,Yes
fall-2023-0045,DS-4002-fa23-survey-results.csv,Fall 2023,45,Yes
fall-2023-0046,DS-4002-fa23-survey-results.csv,Fall 2023,46,No
fall-2023-0047,DS-4002-fa23-survey-results.csv,Fall 2023,47,Yes
fall-2023-0048,DS-4002-fa23-survey-results.csv,Fall 2023,48,No
fall-2023-0049,DS-4002-fa23-survey-results.csv,Fall 2023,49,No
fall-2023-0050,DS-4002-fa23-survey-results.csv,Fall 2023,50,No
fall-2023-0051,DS-4002-fa23-survey-results.csv,Fall 2023,51,Yes
fall-2023-0052,DS-4002-fa23-survey-results.csv,Fall 2023,52,Yes
fall-2023-0053,DS-4002-fa23-survey-results.csv,Fall 2023,53,No
fall-2023-0054,DS-4002-fa23-survey-results.csv,Fall 2023,54,No
fall-2023-0055,DS-4002-fa23-survey-results.csv,Fall 2023,55,No
fall-2023-0056,DS-4002-fa23-survey-results.csv,Fall 2023,56,Yes
fall-2023-0057,DS-4002-fa23-survey-results.csv,Fall 2023,57,No
fall-2023-0058,DS-4002-fa23-survey-results.csv,Fall 2023,58,No
fall-2023-0059,DS-4002-fa23-survey-results.csv,Fall 2023,59,No
fall-2023-0060,DS-4002-fa23-survey-results.csv,Fall 2023,60,No
fall-2023-0061,DS-4002-fa23-survey-results.csv,Fall 2023,61,No
fall-2023-0062,DS-4002-fa23-survey-results.csv,Fall 2023,62,Yes
fall-2023-0063,DS-4002-fa23-survey-results.csv,Fall 2023,63,No
fall-2023-0064,DS-4002-fa23-survey-results.csv,Fall 2023,64,No
fall-2023-0065,DS-4002-fa23-survey-results.csv,Fall 2023,65,No
fall-2023-0066,DS-4002-fa23-survey-results.csv,Fall 2023,66,Yes
fall-2023-0067,DS-4002-fa23-survey-results.csv,Fall 2023,67,Yes
fall-2023-0068,DS-4002-fa23-survey-results.csv,Fall 2023,68,No
fall-2023-0069,DS-4002-fa23-survey-results.csv,Fall 2023,69,No
fall-2023-0070,DS-4002-fa23-survey-results.csv,Fall 2023,70,No
fall-2023-0071,DS-4002-fa23-survey-results.csv,Fall 2023,71,No
fall-2023-0072,DS-4002-fa23-survey-results.csv,Fall 2023,72,No
fall-2023-0073,DS-4002-fa23-survey-results.csv,Fall 2023,73,No
fall-2023-0074,DS-4002-fa23-survey-results.csv,Fall 2023,74,Yes
fall-2023-0075,DS-4002-fa23-survey-results.csv,Fall 2023,75,No
fall-2023-0076,DS-4002-fa23-survey-results.csv,Fall 2023,76,No
fall-2023-0077,DS-4002-fa23-survey-results.csv,Fall 2023,77,Yes
fall-2023-0078,DS-4002-fa23-survey-results.csv,Fall 2023,78,No
fall-2023-0079,DS-4002-fa23-survey-results.csv,Fall 2023,79,No
fall-2023-0080,DS-4002-fa23-survey-results.csv,Fall 2023,80,No
fall-2023-0081,DS-4002-fa23-survey-results.csv,Fall 2023,81,No
fall-2023-0082,DS-4002-fa23-survey-results.csv,Fall 2023,82,Yes
fall-2023-0083,DS-4002-fa23-survey-results.csv,Fall 2023,83,No
fall-2023-0084,DS-4002-fa23-survey-results.csv,Fall 2023,84,No
fall-2023-0085,DS-4002-fa23-survey-results.csv,Fall 2023,85,Yes
fall-2023-0086,DS-4002-fa23-survey-results.csv,Fall 2023,86,No
fall-2023-0087,DS-4002-fa23-survey-results.csv,Fall 2023,87,No
fall-2023-0088,DS-4002-fa23-survey-results.csv,Fall 2023,88,No
fall-2023-0089,DS-4002-fa23-survey-results.csv,Fall 2023,89,Yes
fall-2023-0090,DS-4002-fa23-survey-results.csv,Fall 2023,90,No
fall-2023-0091,DS-4002-fa23-survey-results.csv,Fall 2023,91,Yes
fall-2023-0092,DS-4002-fa23-survey-results.csv,Fall 2023,92,No
fall-2023-0093,DS-4002-fa23-survey-results.csv,Fall 2023,93,No
fall-2023-0094,DS-4002-fa23-survey-results.csv,Fall 2023,94,Yes
fall-2023-0095,DS-4002-fa23-survey-results.csv,Fall 2023,95,No
fall-2023-0096,DS-4002-fa23-survey-results.csv,Fall 2023,96,Yes
fall-2023-0097,DS-4002-fa23-survey-results.csv,Fall 2023,97,Yes
fall-2023-0098,DS-4002-fa23-survey-results.csv,Fall 2023,98,No
fall-2023-0099,DS-4002-fa23-survey-results.csv,Fall 2023,99,No
fall-2023-0100,DS-4002-fa23-survey-results.csv,Fall 2023,100,Yes
fall-2023-0101,DS-4002-fa23-survey-results.csv,Fall 2023,101,No
fall-2023-0102,DS-4002-fa23-survey-results.csv,Fall 2023,102,Yes
fall-2023-0103,DS-4002-fa23-survey-results.csv,Fall 2023,103,No
fall-2023-0104,DS-4002-fa23-survey-results.csv,Fall 2023,104,No
fall-2023-0105,DS-4002-fa23-survey-results.csv,Fall 2023,105,No
fall-2023-0106,DS-4002-fa23-survey-results.csv,Fall 2023,106,No
fall-2023-0107,DS-4002-fa23-survey-results.csv,Fall 2023,107,Yes
fall-2023-0108,DS-4002-fa23-survey-results.csv,Fall 2023,108,Yes
fall-2023-0109,DS-4002-fa23-survey-results.csv,Fall 2023,109,Yes
fall-2023-0110,DS-4002-fa23-survey-results.csv,Fall 2023,110,No
fall-2023-0111,DS-4002-fa23-survey-results.csv,Fall 2023,111,Yes
fall-2023-0112,DS-4002-fa23-survey-results.csv,Fall 2023,112,No
fall-2023-0113,DS-4002-fa23-survey-results.csv,Fall 2023,113,Yes
fall-2023-0114,DS-4002-fa23-survey-results.csv,Fall 2023,114,Yes
fall-2023-0115,DS-4002-fa23-survey-results.csv,Fall 2023,115,Yes
fall-2023-0116,DS-4002-fa23-survey-results.csv,Fall 2023,116,Yes
fall-2023-0117,DS-4002-fa23-survey-results.csv,Fall 2023,117,Yes
fall-2023-0118,DS-4002-fa23-survey-results.csv,Fall 2023,118,No
fall-2023-0119,DS-4002-fa23-survey-results.csv,Fall 2023,119,Yes
fall-2023-0120,DS-4002-fa23-survey-results.csv,Fall 2023,120,Yes
fall-2023-0121,DS-4002-fa23-survey-results.csv,Fall 2023,121,No
fall-2023-0122,DS-4002-fa23-survey-results.csv,Fall 2023,122,Yes
fall-2023-0123,DS-4002-fa23-survey-results.csv,Fall 2023,123,Yes
fall-2023-0124,DS-4002-fa23-survey-results.csv,Fall 2023,124,No
fall-2023-0125,DS-4002-fa23-survey-results.csv,Fall 2023,125,Yes
fall-2023-0126,DS-4002-fa23-survey-results.csv,Fall 2023,126,No
fall-2023-0127,DS-4002-fa23-survey-results.csv,Fall 2023,127,No
fall-2023-0128,DS-4002-fa23-survey-results.csv,Fall 2023,128,Yes
fall-2023-0129,DS-4002-fa23-survey-results.csv,Fall 2023,129,Yes
fall-2023-0130,DS-4002-fa23-survey-results.csv,Fall 2023,130,No
fall-2023-0131,DS-4002-fa23-survey-results.csv,Fall 2023,131,No
fall-2023-0132,DS-4002-fa23-survey-results.csv,Fall 2023,132,No
fall-2023-0133,DS-4002-fa23-survey-results.csv,Fall 2023,133,No
fall-2023-0134,DS-4002-fa23-survey-results.csv,Fall 2023,134,No
fall-2023-0135,DS-4002-fa23-survey-results.csv,Fall 2023,135,No
fall-2023-0136,DS-4002-fa23-survey-results.csv,Fall 2023,136,No
fall-2023-0137,DS-4002-fa23-survey-results.csv,Fall 2023,137,No
fall-2023-0138,DS-4002-fa23-survey-results.csv,Fall 2023,138,No
fall-2023-0139,DS-4002-fa23-survey-results.csv,Fall 2023,139,Yes
fall-2023-0140,DS-4002-fa23-survey-results.csv,Fall 2023,140,No
fall-2023-0141,DS-4002-fa23-survey-results.csv,Fall 2023,141,Yes
fall-2023-0142,DS-4002-fa23-survey-results.csv,Fall 2023,142,Yes
fall-2023-0143,DS-4002-fa23-survey-results.csv,Fall 2023,143,Yes
fall-2023-0144,DS-4002-fa23-survey-results.csv,Fall 2023,144,No
fall-2023-0145,DS-4002-fa23-survey-results.csv,Fall 2023,145,No
fall-2023-0146,DS-4002-fa23-survey-results.csv,Fall 2023,146,Yes
fall-2023-0147,DS-4002-fa23-survey-results.csv,Fall 2023,147,No
fall-2023-0148,DS-4002-fa23-survey-results.csv,Fall 2023,148,Yes
fall-2023-0149,DS-4002-fa23-survey-results.csv,Fall 2023,149,No
fall-2023-0150,DS-4002-fa23-survey-results.csv,Fall 2023,150,Yes
fall-2023-0151,DS-4002-fa23-survey-results.csv,Fall 2023,151,Yes
fall-2023-0152,DS-4002-fa23-survey-results.csv,Fall 2023,152,Yes
fall-2023-0153,DS-4002-fa23-survey-results.csv,Fall 2023,153,No
fall-2023-0154,DS-4002-fa23-survey-results.csv,Fall 2023,154,No
fall-2023-0155,DS-4002-fa23-survey-results.csv,Fall 2023,155,No
fall-2023-0156,DS-4002-fa23-survey-results.csv,Fall 2023,156,Yes
fall-2023-0157,DS-4002-fa23-survey-results.csv,Fall 2023,157,No
fall-2023-0158,DS-4002-fa23-survey-results.csv,Fall 2023,158,No
spring-2024-0001,DS-4002-sp24-survey-results.csv,Spring 2024,1,No
spring-2024-0002,DS-4002-sp24-survey-results.csv,Spring 2024,2,No
spring-2024-0003,DS-4002-sp24-survey-results.csv,Spring 2024,3,No
spring-2024-0004,DS-4002-sp24-survey-results.csv,Spring 2024,4,No
spring-2024-0005,DS-4002-sp24-survey-results.csv,Spring 2024,5,Yes
spring-2024-0006,DS-4002-sp24-survey-results.csv,Spring 2024,6,No
spring-2024-0007,DS-4002-sp24-survey-results.csv,Spring 2024,7,No
spring-2024-0008,DS-4002-sp24-survey-results.csv,Spring 2024,8,No
spring-2024-0009,DS-4002-sp24-survey-results.csv,Spring 2024,9,No
spring-2024-0010,DS-4002-sp24-survey-results.csv,Spring 2024,10,No
spring-2024-0011,DS-4002-sp24-survey-results.csv,Spring 2024,11,No
spring-2024-0012,DS-4002-sp24-survey-results.csv,Spring 2024,12,No
spring-2024-0013,DS-4002-sp24-survey-results.csv,Spring 2024,13,No
spring-2024-0014,DS-4002-sp24-survey-results.csv,Spring 2024,14,Yes
spring-2024-0015,DS-4002-sp24-survey-results.csv,Spring 2024,15,No
spring-2024-0016,DS-4002-sp24-survey-results.csv,Spring 2024,16,No
spring-2024-0017,DS-4002-sp24-survey-results.csv,Spring 2024,17,No
spring-2024-0018,DS-4002-sp24-survey-results.csv,Spring 2024,18,No
spring-2024-0019,DS-4002-sp24-survey-results.csv,Spring 2024,19,No
spring-2024-0020,DS-4002-sp24-survey-results.csv,Spring 2024,20,No
spring-2024-0021,DS-4002-sp24-survey-results.csv,Spring 2024,21,No
spring-2024-0022,DS-4002-sp24-survey-results.csv,Spring 2024,22,Yes
spring-2024-0023,DS-4002-sp24-survey-results.csv,Spring 2024,23,No
spring-2024-0024,DS-4002-sp24-survey-results.csv,Spring 2024,24,Yes
spring-2024-0025,DS-4002-sp24-survey-results.csv,Spring 2024,25,No
spring-2024-0026,DS-4002-sp24-survey-results.csv,Spring 2024,26,No
spring-2024-0027,DS-4002-sp24-survey-results.csv,Spring 2024,27,Yes
spring-2024-0028,DS-4002-sp24-survey-results.csv,Spring 2024,28,Yes
spring-2024-0029,DS-4002-sp24-survey-results.csv,Spring 2024,29,No
spring-2024-0030,DS-4002-sp24-survey-results.csv,Spring 2024,30,No
spring-2024-0031,DS-4002-sp24-survey-results.csv,Spring 2024,31,Yes
spring-2024-0032,DS-4002-sp24-survey-results.csv,Spring 2024,32,No
spring-2024-0033,DS-4002-sp24-survey-results.csv,Spring 2024,33,No
spring-2024-0034,DS-4002-sp24-survey-results.csv,Spring 2024,34,Yes
spring-2024-0035,DS-4002-sp24-survey-results.csv,Spring 2024,35,Yes
spring-2024-0036,DS-4002-sp24-survey-results.csv,Spring 2024,36,No
spring-2024-0037,DS-4002-sp24-survey-results.csv,Spring 2024,37,Yes
spring-2024-0038,DS-4002-sp24-survey-results.csv,Spring 2024,38,No
spring-2024-0039,DS-4002-sp24-survey-results.csv,Spring 2024,39,No
spring-2024-0040,DS-4002-sp24-survey-results.csv,Spring 2024,40,Yes
spring-2024-0041,DS-4002-sp24-survey-results.csv,Spring 2024,41,Yes
spring-2024-0042,DS-4002-sp24-survey-results.csv,Spring 2024,42,Yes
spring-2024-0043,DS-4002-sp24-survey-results.csv,Spring 2024,43,No
spring-2024-0044,DS-4002-sp24-survey-results.csv,Spring 2024,44,Yes
spring-2024-0045,DS-4002-sp24-survey-results.csv,Spring 2024,45,Yes
spring-2024-0046,DS-4002-sp24-survey-results.csv,Spring 2024,46,No
spring-2024-0047,DS-4002-sp24-survey-results.csv,Spring 2024,47,No
spring-2024-0048,DS-4002-sp24-survey-results.csv,Spring 2024,48,No
spring-2024-0049,DS-4002-sp24-survey-results.csv,Spring 2024,49,No
spring-2024-0050,DS-4002-sp24-survey-results.csv,Spring 2024,50,No
spring-2024-0051,DS-4002-sp24-survey-results.csv,Spring 2024,51,Yes
spring-2024-0052,DS-4002-sp24-survey-results.csv,Spring 2024,52,No
spring-2024-0053,DS-4002-sp24-survey-results.csv,Spring 2024,53,No
spring-2024-0054,DS-4002-sp24-survey-results.csv,Spring 2024,54,No
spring-2024-0055,DS-4002-sp24-survey-results.csv,Spring 2024,55,No
spring-2024-0056,DS-4002-sp24-survey-results.csv,Spring 2024,56,No
spring-2024-0057,DS-4002-sp24-survey-results.csv,Spring 2024,57,Yes
spring-2024-0058,DS-4002-sp24-survey-results.csv,Spring 2024,58,No
spring-2024-0059,DS-4002-sp24-survey-results.csv,Spring 2024,59,No
spring-2024-0060,DS-4002-sp24-survey-results.csv,Spring 2024,60,No
spring-2024-0061,DS-4002-sp24-survey-results.csv,Spring 2024,61,No
spring-2024-0062,DS-4002-sp24-survey-results.csv,Spring 2024,62,No
spring-2024-0063,DS-4002-sp24-survey-results.csv,Spring 2024,63,Yes
spring-2024-0064,DS-4002-sp24-survey-results.csv,Spring 2024,64,No
spring-2024-0065,DS-4002-sp24-survey-results.csv,Spring 2024,65,Yes
spring-2024-0066,DS-4002-sp24-survey-results.csv,Spring 2024,66,No
spring-2024-0067,DS-4002-sp24-survey-results.csv,Spring 2024,67,No
spring-2024-0068,DS-4002-sp24-survey-results.csv,Spring 2024,68,No
spring-2024-0069,DS-4002-sp24-survey-results.csv,Spring 2024,69,No
spring-2024-0070,DS-4002-sp24-survey-results.csv,Spring 2024,70,Yes
spring-2024-0071,DS-4002-sp24-survey-results.csv,Spring 2024,71,Yes
spring-2024-0072,DS-4002-sp24-survey-results.csv,Spring 2024,72,No
spring-2024-0073,DS-4002-sp24-survey-results.csv,Spring 2024,73,No
spring-2024-0074,DS-4002-sp24-survey-results.csv,Spring 2024,74,No
spring-2024-0075,DS-4002-sp24-survey-results.csv,Spring 2024,75,No
spring-2024-0076,DS-4002-sp24-survey-results.csv,Spring 2024,76,No
spring-2024-0077,DS-4002-sp24-survey-results.csv,Spring 2024,77,Yes
spring-2024-0078,DS-4002-sp24-survey-results.csv,Spring 2024,78,No
spring-2024-0079,DS-4002-sp24-survey-results.csv,Spring 2024,79,No
spring-2024-0080,DS-4002-sp24-survey-results.csv,Spring 2024,80,No
spring-2024-0081,DS-4002-sp24-survey-results.csv,Spring 2024,81,Yes
spring-2024-0082,DS-4002-sp24-survey-results.csv,Spring 2024,82,Yes
spring-2024-0083,DS-4002-sp24-survey-results.csv,Spring 2024,83,Yes
spring-2024-0084,DS-4002-sp24-survey-results.csv,Spring 2024,84,No
spring-2024-0085,DS-4002-sp24-survey-results.csv,Spring 2024,85,Yes
spring-2024-0086,DS-4002-sp24-survey-results.csv,Spring 2024,86,No
spring-2024-0087,DS-4002-sp24-survey-results.csv,Spring 2024,87,No
spring-2024-0088,DS-4002-sp24-survey-results.csv,Spring 2024,88,Yes
spring-2024-0089,DS-4002-sp24-survey-results.csv,Spring 2024,89,Yes
spring-2024-0090,DS-4002-sp24-survey-results.csv,Spring 2024,90,Yes
spring-2024-0091,DS-4002-sp24-survey-results.csv,Spring 2024,91,Yes
fall-2024-0001,Hot-Dog-Form-Fa24.csv,Fall 2024,1,No
fall-2024-0002,Hot-Dog-Form-Fa24.csv,Fall 2024,2,No
fall-2024-0003,Hot-Dog-Form-Fa24.csv,Fall 2024,3,No
fall-2024-0004,Hot-Dog-Form-Fa24.csv,Fall 2024,4,No
fall-2024-0005,Hot-Dog-Form-Fa24.csv,Fall 2024,5,No
fall-2024-0006,Hot-Dog-Form-Fa24.csv,Fall 2024,6,Yes
fall-2024-0007,Hot-Dog-Form-Fa24.csv,Fall 2024,7,No
fall-2024-0008,Hot-Dog-Form-Fa24.csv,Fall 2024,8,Yes
fall-2024-0009,Hot-Dog-Form-Fa24.csv,Fall 2024,9,No
fall-2024-0010,Hot-Dog-Form-Fa24.csv,Fall 2024,10,Yes
fall-2024-0011,Hot-Dog-Form-Fa24.csv,Fall 2024,11,No
fall-2024-0012,Hot-Dog-Form-Fa24.csv,Fall 2024,12,Yes
fall-2024-0013,Hot-Dog-Form-Fa24.csv,Fall 2024,13,Yes
fall-2024-0014,Hot-Dog-Form-Fa24.csv,Fall 2024,14,No
fall-2024-0015,Hot-Dog-Form-Fa24.csv,Fall 2024,15,No
fall-2024-0016,Hot-Dog-Form-Fa24.csv,Fall 2024,16,No
fall-2024-0017,Hot-Dog-Form-Fa24.csv,Fall 2024,17,No
fall-2024-0018,Hot-Dog-Form-Fa24.csv,Fall 2024,18,Yes
fall-2024-0019,Hot-Dog-Form-Fa24.csv,Fall 2024,19,No
fall-2024-0020,Hot-Dog-Form-Fa24.csv,Fall 2024,20,No
fall-2024-0021,Hot-Dog-Form-Fa24.csv,Fall 2024,21,No
fall-2024-0022,Hot-Dog-Form-Fa24.csv,Fall 2024,22,No
fall-2024-0023,Hot-Dog-Form-Fa24.csv,Fall 2024,23,Yes
fall-2024-0024,Hot-Dog-Form-Fa24.csv,Fall 2024,24,Yes
fall-2024-0025,Hot-Dog-Form-Fa24.csv,Fall 2024,25,No
fall-2024-0026,Hot-Dog-Form-Fa24.csv,Fall 2024,26,No
fall-2024-0027,Hot-Dog-Form-Fa24.csv,Fall 2024,27,Yes
fall-2024-0028,Hot-Dog-Form-Fa24.csv,Fall 2024,28,Yes
fall-2024-0029,Hot-Dog-Form-Fa24.csv,Fall 2024,29,Yes
fall-2024-0030,Hot-Dog-Form-Fa24.csv,Fall 2024,30,Yes
fall-2024-0031,Hot-Dog-Form-Fa24.csv,Fall 2024,31,Yes
fall-2024-0032,Hot-Dog-Form-Fa24.csv,Fall 2024,32,No
fall-2024-0033,Hot-Dog-Form-Fa24.csv,Fall 2024,33,No
fall-2024-0034,Hot-Dog-Form-Fa24.csv,Fall 2024,34,Yes
fall-2024-0035,Hot-Dog-Form-Fa24.csv,Fall 2024,35,No
fall-2024-0036,Hot-Dog-Form-Fa24.csv,Fall 2024,36,No
fall-2024-0037,Hot-Dog-Form-Fa24.csv,Fall 2024,37,No
fall-2024-0038,Hot-Dog-Form-Fa24.csv,Fall 2024,38,No
fall-2024-0039,Hot-Dog-Form-Fa24.csv,Fall 2024,39,Yes
fall-2024-0040,Hot-Dog-Form-Fa24.csv,Fall 2024,40,No
fall-2024-0041,Hot-Dog-Form-Fa24.csv,Fall 2024,41,No
fall-2024-0042,Hot-Dog-Form-Fa24.csv,Fall 2024,42,Yes
